Location	InstanceType	ExistsInLocation
use1-az2	c5d.9xlarge	1
use1-az2	c5d.large	1
use1-az2	c5d.metal	1
use1-az2	c5d.xlarge	1
use1-az2	c5n.18xlarge	1
use1-az2	c5n.2xlarge	1
use1-az2	c5n.4xlarge	1
use1-az2	c5n.9xlarge	1
use1-az2	c5n.large	1
use1-az2	c5n.metal	1
use1-az2	c5n.xlarge	1
use1-az2	c6a.12xlarge	1
use1-az2	c6a.16xlarge	1
use1-az2	c6a.24xlarge	1
use1-az2	c6a.2xlarge	1
use1-az2	c6a.32xlarge	1
use1-az2	c6a.48xlarge	1
use1-az2	c6a.4xlarge	1
use1-az2	c6a.8xlarge	1
use1-az2	c6a.large	1
use1-az2	c6a.metal	1
use1-az2	c6a.xlarge	1
use1-az2	c6g.12xlarge	1
use1-az2	c6g.16xlarge	1
use1-az2	c6g.2xlarge	1
use1-az2	c6g.4xlarge	1
use1-az2	c6g.8xlarge	1
use1-az2	c6g.large	1
use1-az2	c6g.medium	1
use1-az2	c6g.metal	1
use1-az2	c6g.xlarge	1
use1-az2	c6gd.12xlarge	1
use1-az2	c6gd.16xlarge	1
use1-az2	c6gd.2xlarge	1
use1-az2	c6gd.4xlarge	1
use1-az2	c6gd.8xlarge	1
use1-az2	c6gd.large	1
use1-az2	c6gd.medium	1
use1-az2	c6gd.metal	1
use1-az2	c6gd.xlarge	1
use1-az2	c6gn.12xlarge	1
use1-az2	c6gn.16xlarge	1
use1-az2	c6gn.2xlarge	1
use1-az2	c6gn.4xlarge	1
use1-az2	c6gn.8xlarge	1
use1-az2	c6gn.large	1
use1-az2	c6gn.medium	1
use1-az2	c6gn.xlarge	1
use1-az2	c6i.12xlarge	1
use1-az2	c6i.16xlarge	1
use1-az2	c6i.24xlarge	1
use1-az2	c6i.2xlarge	1
use1-az2	c6i.32xlarge	1
use1-az2	c6i.4xlarge	1
use1-az2	c6i.8xlarge	1
use1-az2	c6i.large	1
use1-az2	c6i.metal	1
use1-az2	c6i.xlarge	1
use1-az2	c6id.12xlarge	1
use1-az2	c6id.16xlarge	1
use1-az2	c6id.24xlarge	1
use1-az2	c6id.2xlarge	1
use1-az2	c6id.32xlarge	1
use1-az2	c6id.4xlarge	1
use1-az2	c6id.8xlarge	1
use1-az2	c6id.large	1
use1-az2	c6id.metal	1
use1-az2	c6id.xlarge	1
use1-az2	c6in.12xlarge	1
use1-az2	c6in.16xlarge	1
use1-az2	c6in.24xlarge	1
use1-az2	c6in.2xlarge	1
use1-az2	c6in.32xlarge	1
use1-az2	c6in.4xlarge	1
use1-az2	c6in.8xlarge	1
use1-az2	c6in.large	1
use1-az2	c6in.metal	1
use1-az2	c6in.xlarge	1
use1-az2	c7a.12xlarge	1
use1-az2	c7a.16xlarge	1
use1-az2	c7a.24xlarge	1
use1-az2	c7a.2xlarge	1
use1-az2	c7a.32xlarge	1
use1-az2	c7a.48xlarge	1
use1-az2	c7a.4xlarge	1
use1-az2	c7a.8xlarge	1
use1-az2	c7a.large	1
use1-az2	c7a.medium	1
use1-az2	c7a.metal-48xl	1
use1-az2	c7a.xlarge	1
use1-az2	c7g.12xlarge	1
use1-az2	c7g.16xlarge	1
use1-az2	c7g.2xlarge	1
use1-az2	c7g.4xlarge	1
use1-az2	c7g.8xlarge	1
use1-az2	c7g.large	1
use1-az2	c7g.medium	1
use1-az2	c7g.metal	1
use1-az2	c7g.xlarge	1
use1-az2	c7gd.12xlarge	1
use1-az2	c7gd.16xlarge	1
use1-az2	c7gd.2xlarge	1
use1-az2	c7gd.4xlarge	1
use1-az2	c7gd.8xlarge	1
use1-az2	c7gd.large	1
use1-az2	c7gd.medium	1
use1-az2	c7gd.xlarge	1
use1-az2	c7gn.12xlarge	0
use1-az2	c7gn.16xlarge	0
use1-az2	c7gn.2xlarge	0
use1-az2	c7gn.4xlarge	0
use1-az2	c7gn.8xlarge	0
use1-az2	c7gn.large	0
use1-az2	c7gn.medium	0
use1-az2	c7gn.xlarge	0
use1-az2	c7i.12xlarge	1
use1-az2	c7i.16xlarge	1
use1-az2	c7i.24xlarge	1
use1-az2	c7i.2xlarge	1
use1-az2	c7i.48xlarge	1
use1-az2	c7i.4xlarge	1
use1-az2	c7i.8xlarge	1
use1-az2	c7i.large	1
use1-az2	c7i.metal-24xl	1
use1-az2	c7i.metal-48xl	1
use1-az2	c7i.xlarge	1
use1-az2	d2.2xlarge	1
use1-az2	d2.4xlarge	1
use1-az2	d2.8xlarge	1
use1-az2	d2.xlarge	1
use1-az2	d3.2xlarge	1
use1-az2	d3.4xlarge	1
use1-az2	d3.8xlarge	1
use1-az2	d3.xlarge	1
use1-az2	d3en.12xlarge	1
use1-az2	d3en.2xlarge	1
use1-az2	d3en.4xlarge	1
use1-az2	d3en.6xlarge	1
use1-az2	d3en.8xlarge	1
use1-az2	d3en.xlarge	1
use1-az2	dl1.24xlarge	1
use1-az2	f1.16xlarge	1
use1-az2	f1.2xlarge	1
use1-az2	f1.4xlarge	1
use1-az2	g3.16xlarge	1
use1-az2	g3.4xlarge	1
use1-az2	g3.8xlarge	1
use1-az2	g3s.xlarge	1
use1-az2	g4ad.16xlarge	1
use1-az2	g4ad.2xlarge	1
use1-az2	g4ad.4xlarge	1
use1-az2	g4ad.8xlarge	1
use1-az2	g4ad.xlarge	1
use1-az2	g4dn.12xlarge	1
use1-az2	g4dn.16xlarge	1
use1-az2	g4dn.2xlarge	1
use1-az2	g4dn.4xlarge	1
use1-az2	g4dn.8xlarge	1
use1-az2	g4dn.metal	1
use1-az2	g4dn.xlarge	1
use1-az2	g5.12xlarge	1
use1-az2	g5.16xlarge	1
use1-az2	g5.24xlarge	1
use1-az2	g5.2xlarge	1
use1-az2	g5.48xlarge	1
use1-az2	g5.4xlarge	1
use1-az2	g5.8xlarge	1
use1-az2	g5.xlarge	1
use1-az2	g5g.16xlarge	1
use1-az2	g5g.2xlarge	1
use1-az2	g5g.4xlarge	1
use1-az2	g5g.8xlarge	1
use1-az2	g5g.metal	1
use1-az2	g5g.xlarge	1
use1-az2	h1.16xlarge	1
use1-az2	h1.2xlarge	1
use1-az2	h1.4xlarge	1
use1-az2	h1.8xlarge	1
use1-az2	hpc7g.16xlarge	0
use1-az2	hpc7g.4xlarge	0
use1-az2	hpc7g.8xlarge	0
use1-az2	i2.2xlarge	1
use1-az2	i2.4xlarge	1
use1-az2	i2.8xlarge	1
use1-az2	i2.xlarge	1
use1-az2	i3.16xlarge	1
use1-az2	i3.2xlarge	1
use1-az2	i3.4xlarge	1
use1-az2	i3.8xlarge	1
use1-az2	i3.large	1
use1-az2	i3.metal	1
use1-az2	i3.xlarge	1
use1-az2	i3en.12xlarge	1
use1-az2	i3en.24xlarge	1
use1-az2	i3en.2xlarge	1
use1-az2	i3en.3xlarge	1
use1-az2	i3en.6xlarge	1
use1-az2	i3en.large	1
use1-az2	i3en.metal	1
use1-az2	i3en.xlarge	1
use1-az2	i4g.16xlarge	1
use1-az2	i4g.2xlarge	1
use1-az2	i4g.4xlarge	1
use1-az2	i4g.8xlarge	1
use1-az2	i4g.large	1
use1-az2	i4g.xlarge	1
use1-az2	i4i.12xlarge	1
use1-az2	i4i.16xlarge	1
use1-az2	i4i.24xlarge	1
use1-az2	i4i.2xlarge	1
use1-az2	i4i.32xlarge	1
use1-az2	i4i.4xlarge	1
use1-az2	i4i.8xlarge	1
use1-az2	i4i.large	1
use1-az2	i4i.metal	1
use1-az2	i4i.xlarge	1
use1-az2	im4gn.16xlarge	1
use1-az2	im4gn.2xlarge	1
use1-az2	im4gn.4xlarge	1
use1-az2	im4gn.8xlarge	1
use1-az2	im4gn.large	1
use1-az2	im4gn.xlarge	1
use1-az2	inf1.24xlarge	1
use1-az2	inf1.2xlarge	1
use1-az2	inf1.6xlarge	1
use1-az2	inf1.xlarge	1
use1-az2	inf2.24xlarge	1
use1-az2	inf2.48xlarge	1
use1-az2	inf2.8xlarge	1
use1-az2	inf2.xlarge	1
use1-az2	is4gen.2xlarge	1
use1-az2	is4gen.4xlarge	1
use1-az2	is4gen.8xlarge	1
use1-az2	is4gen.large	1
use1-az2	is4gen.medium	1
use1-az2	is4gen.xlarge	1
use1-az2	m1.large	1
use1-az2	m1.medium	1
use1-az2	m1.small	1
use1-az2	m1.xlarge	1
use1-az2	m2.2xlarge	1
use1-az2	m2.4xlarge	1
use1-az2	m2.xlarge	1
use1-az2	m3.2xlarge	1
use1-az2	m3.large	1
use1-az2	m3.medium	1
use1-az2	m3.xlarge	1
use1-az2	m4.10xlarge	1
use1-az2	m4.16xlarge	1
use1-az2	m4.2xlarge	1
use1-az2	m4.4xlarge	1
use1-az2	m4.large	1
use1-az2	m4.xlarge	1
use1-az2	m5.12xlarge	1
use1-az2	m5.16xlarge	1
use1-az2	m5.24xlarge	1
use1-az2	m5.2xlarge	1
use1-az2	m5.4xlarge	1
use1-az2	m5.8xlarge	1
use1-az2	m5.large	1
use1-az2	m5.metal	1
use1-az2	m5.xlarge	1
use1-az2	m5a.12xlarge	1
use1-az2	m5a.16xlarge	1
use1-az2	m5a.24xlarge	1
use1-az2	m5a.2xlarge	1
use1-az2	m5a.4xlarge	1
use1-az2	m5a.8xlarge	1
use1-az2	m5a.large	1
use1-az2	m5a.xlarge	1
use1-az2	m5ad.12xlarge	1
use1-az2	m5ad.16xlarge	1
use1-az2	m5ad.24xlarge	1
use1-az2	m5ad.2xlarge	1
use1-az2	m5ad.4xlarge	1
use1-az2	m5ad.8xlarge	1
use1-az2	m5ad.large	1
use1-az2	m5ad.xlarge	1
use1-az2	m5d.12xlarge	1
use1-az2	m5d.16xlarge	1
use1-az2	m5d.24xlarge	1
use1-az2	m5d.2xlarge	1
use1-az2	m5d.4xlarge	1
use1-az2	m5d.8xlarge	1
use1-az2	m5d.large	1
use1-az2	m5d.metal	1
use1-az2	m5d.xlarge	1
use1-az2	m5dn.12xlarge	1
use1-az2	m5dn.16xlarge	1
use1-az2	m5dn.24xlarge	1
use1-az2	m5dn.2xlarge	1
use1-az2	m5dn.4xlarge	1
use1-az2	m5dn.8xlarge	1
use1-az2	m5dn.large	1
use1-az2	m5dn.metal	1
use1-az2	m5dn.xlarge	1
use1-az2	m5n.12xlarge	1
use1-az2	m5n.16xlarge	1
use1-az2	m5n.24xlarge	1
use1-az2	m5n.2xlarge	1
use1-az2	m5n.4xlarge	1
use1-az2	m5n.8xlarge	1
use1-az2	m5n.large	1
use1-az2	m5n.metal	1
use1-az2	m5n.xlarge	1
use1-az2	m5zn.12xlarge	1
use1-az2	m5zn.2xlarge	1
use1-az2	m5zn.3xlarge	1
use1-az2	m5zn.6xlarge	1
use1-az2	m5zn.large	1
use1-az2	m5zn.metal	1
use1-az2	m5zn.xlarge	1
use1-az2	m6a.12xlarge	1
use1-az2	m6a.16xlarge	1
use1-az2	m6a.24xlarge	1
use1-az2	m6a.2xlarge	1
use1-az2	m6a.32xlarge	1
use1-az2	m6a.48xlarge	1
use1-az2	m6a.4xlarge	1
use1-az2	m6a.8xlarge	1
use1-az2	m6a.large	1
use1-az2	m6a.metal	1
use1-az2	m6a.xlarge	1
use1-az2	m6g.12xlarge	1
use1-az2	m6g.16xlarge	1
use1-az2	m6g.2xlarge	1
use1-az2	m6g.4xlarge	1
use1-az2	m6g.8xlarge	1
use1-az2	m6g.large	1
use1-az2	m6g.medium	1
use1-az2	m6g.metal	1
use1-az2	m6g.xlarge	1
use1-az2	m6gd.12xlarge	1
use1-az2	m6gd.16xlarge	1
use1-az2	m6gd.2xlarge	1
use1-az2	m6gd.4xlarge	1
use1-az2	m6gd.8xlarge	1
use1-az2	m6gd.large	1
use1-az2	m6gd.medium	1
use1-az2	m6gd.metal	1
use1-az2	m6gd.xlarge	1
use1-az2	m6i.12xlarge	1
use1-az2	m6i.16xlarge	1
use1-az2	m6i.24xlarge	1
use1-az2	m6i.2xlarge	1
use1-az2	m6i.32xlarge	1
use1-az2	m6i.4xlarge	1
use1-az2	m6i.8xlarge	1
use1-az2	m6i.large	1
use1-az2	m6i.metal	1
use1-az2	m6i.xlarge	1
use1-az2	m6id.12xlarge	1
use1-az2	m6id.16xlarge	1
use1-az2	m6id.24xlarge	1
use1-az2	m6id.2xlarge	1
use1-az2	m6id.32xlarge	1
use1-az2	m6id.4xlarge	1
use1-az2	m6id.8xlarge	1
use1-az2	m6id.large	1
use1-az2	m6id.metal	1
use1-az2	m6id.xlarge	1
use1-az2	m6idn.12xlarge	1
use1-az2	m6idn.16xlarge	1
use1-az2	m6idn.24xlarge	1
use1-az2	m6idn.2xlarge	1
use1-az2	m6idn.32xlarge	1
use1-az2	m6idn.4xlarge	1
use1-az2	m6idn.8xlarge	1
use1-az2	m6idn.large	1
use1-az2	m6idn.metal	1
use1-az2	m6idn.xlarge	1
use1-az2	m6in.12xlarge	1
use1-az2	m6in.16xlarge	1
use1-az2	m6in.24xlarge	1
use1-az2	m6in.2xlarge	1
use1-az2	m6in.32xlarge	1
use1-az2	m6in.4xlarge	1
use1-az2	m6in.8xlarge	1
use1-az2	m6in.large	1
use1-az2	m6in.metal	1
use1-az2	m6in.xlarge	1
use1-az2	m7a.12xlarge	1
use1-az2	m7a.16xlarge	1
use1-az2	m7a.24xlarge	1
use1-az2	m7a.2xlarge	1
use1-az2	m7a.32xlarge	1
use1-az2	m7a.48xlarge	1
use1-az2	m7a.4xlarge	1
use1-az2	m7a.8xlarge	1
use1-az2	m7a.large	1
use1-az2	m7a.medium	1
use1-az2	m7a.metal-48xl	1
use1-az2	m7a.xlarge	1
use1-az2	m7g.12xlarge	1
use1-az2	m7g.16xlarge	1
use1-az2	m7g.2xlarge	1
use1-az2	m7g.4xlarge	1
use1-az2	m7g.8xlarge	1
use1-az2	m7g.large	1
use1-az2	m7g.medium	1
use1-az2	m7g.metal	1
use1-az2	m7g.xlarge	1
use1-az2	m7gd.12xlarge	1
use1-az2	m7gd.16xlarge	1
use1-az2	m7gd.2xlarge	1
use1-az2	m7gd.4xlarge	1
use1-az2	m7gd.8xlarge	1
use1-az2	m7gd.large	1
use1-az2	m7gd.medium	1
use1-az2	m7gd.xlarge	1
use1-az2	m7i-flex.2xlarge	1
use1-az2	m7i-flex.4xlarge	1
use1-az2	m7i-flex.8xlarge	1
use1-az2	m7i-flex.large	1
use1-az2	m7i-flex.xlarge	1
use1-az2	m7i.12xlarge	1
use1-az2	m7i.16xlarge	1
use1-az2	m7i.24xlarge	1
use1-az2	m7i.2xlarge	1
use1-az2	m7i.48xlarge	1
use1-az2	m7i.4xlarge	1
use1-az2	m7i.8xlarge	1
use1-az2	m7i.large	1
use1-az2	m7i.metal-24xl	1
use1-az2	m7i.metal-48xl	1
use1-az2	m7i.xlarge	1
use1-az2	mac1.metal	0
use1-az2	mac2-m2.metal	0
use1-az2	mac2.metal	1
use1-az2	p2.16xlarge	1
use1-az2	p2.8xlarge	1
use1-az2	p2.xlarge	1
use1-az2	p3.16xlarge	1
use1-az2	p3.2xlarge	1
use1-az2	p3.8xlarge	1
use1-az2	p3dn.24xlarge	0
use1-az2	p4d.24xlarge	1
use1-az2	p5.48xlarge	0
use1-az2	r3.2xlarge	1
use1-az2	r3.4xlarge	1
use1-az2	r3.8xlarge	1
use1-az2	r3.large	1
use1-az2	r3.xlarge	1
use1-az2	r4.16xlarge	1
use1-az2	r4.2xlarge	1
use1-az2	r4.4xlarge	1
use1-az2	r4.8xlarge	1
use1-az2	r4.large	1
use1-az2	r4.xlarge	1
use1-az2	r5.12xlarge	1
use1-az2	r5.16xlarge	1
use1-az2	r5.24xlarge	1
use1-az2	r5.2xlarge	1
use1-az2	r5.4xlarge	1
use1-az2	r5.8xlarge	1
use1-az2	r5.large	1
use1-az2	r5.metal	1
use1-az2	r5.xlarge	1
use1-az2	r5a.12xlarge	1
use1-az2	r5a.16xlarge	1
use1-az2	r5a.24xlarge	1
use1-az2	r5a.2xlarge	1
use1-az2	r5a.4xlarge	1
use1-az2	r5a.8xlarge	1
use1-az2	r5a.large	1
use1-az2	r5a.xlarge	1
use1-az2	r5ad.12xlarge	1
use1-az2	r5ad.16xlarge	1
use1-az2	r5ad.24xlarge	1
use1-az2	r5ad.2xlarge	1
use1-az2	r5ad.4xlarge	1
use1-az2	r5ad.8xlarge	1
use1-az2	r5ad.large	1
use1-az2	r5ad.xlarge	1
use1-az2	r5b.12xlarge	1
use1-az2	r5b.16xlarge	1
use1-az2	r5b.24xlarge	1
use1-az2	r5b.2xlarge	1
use1-az2	r5b.4xlarge	1
use1-az2	r5b.8xlarge	1
use1-az2	r5b.large	1
use1-az2	r5b.metal	1
use1-az2	r5b.xlarge	1
use1-az2	r5d.12xlarge	1
use1-az2	r5d.16xlarge	1
use1-az2	r5d.24xlarge	1
use1-az2	r5d.2xlarge	1
use1-az2	r5d.4xlarge	1
use1-az2	r5d.8xlarge	1
use1-az2	r5d.large	1
use1-az2	r5d.metal	1
use1-az2	r5d.xlarge	1
use1-az2	r5dn.12xlarge	1
use1-az2	r5dn.16xlarge	1
use1-az2	r5dn.24xlarge	1
use1-az2	r5dn.2xlarge	1
use1-az2	r5dn.4xlarge	1
use1-az2	r5dn.8xlarge	1
use1-az2	r5dn.large	1
use1-az2	r5dn.metal	1
use1-az2	r5dn.xlarge	1
use1-az2	r5n.12xlarge	1
use1-az2	r5n.16xlarge	1
use1-az2	r5n.24xlarge	1
use1-az2	r5n.2xlarge	1
use1-az2	r5n.4xlarge	1
use1-az2	r5n.8xlarge	1
use1-az2	r5n.large	1
use1-az2	r5n.metal	1
use1-az2	r5n.xlarge	1
use1-az2	r6a.12xlarge	1
use1-az2	r6a.16xlarge	1
use1-az2	r6a.24xlarge	1
use1-az2	r6a.2xlarge	1
use1-az2	r6a.32xlarge	1
use1-az2	r6a.48xlarge	1
use1-az2	r6a.4xlarge	1
use1-az2	r6a.8xlarge	1
use1-az2	r6a.large	1
use1-az2	r6a.metal	1
use1-az2	r6a.xlarge	1
use1-az2	r6g.12xlarge	1
use1-az2	r6g.16xlarge	1
use1-az2	r6g.2xlarge	1
use1-az2	r6g.4xlarge	1
use1-az2	r6g.8xlarge	1
use1-az2	r6g.large	1
use1-az2	r6g.medium	1
use1-az2	r6g.metal	1
use1-az2	r6g.xlarge	1
use1-az2	r6gd.12xlarge	1
use1-az2	r6gd.16xlarge	1
use1-az2	r6gd.2xlarge	1
use1-az2	r6gd.4xlarge	1
use1-az2	r6gd.8xlarge	1
use1-az2	r6gd.large	1
use1-az2	r6gd.medium	1
use1-az2	r6gd.metal	1
use1-az2	r6gd.xlarge	1
use1-az2	r6i.12xlarge	1
use1-az2	r6i.16xlarge	1
use1-az2	r6i.24xlarge	1
use1-az2	r6i.2xlarge	1
use1-az2	r6i.32xlarge	1
use1-az2	r6i.4xlarge	1
use1-az2	r6i.8xlarge	1
use1-az2	r6i.large	1
use1-az2	r6i.metal	1
use1-az2	r6i.xlarge	1
use1-az2	r6id.12xlarge	1
use1-az2	r6id.16xlarge	1
use1-az2	r6id.24xlarge	1
use1-az2	r6id.2xlarge	1
use1-az2	r6id.32xlarge	1
use1-az2	r6id.4xlarge	1
use1-az2	r6id.8xlarge	1
use1-az2	r6id.large	1
use1-az2	r6id.metal	1
use1-az2	r6id.xlarge	1
use1-az2	r6idn.12xlarge	1
use1-az2	r6idn.16xlarge	1
use1-az2	r6idn.24xlarge	1
use1-az2	r6idn.2xlarge	1
use1-az2	r6idn.32xlarge	1
use1-az2	r6idn.4xlarge	1
use1-az2	r6idn.8xlarge	1
use1-az2	r6idn.large	1
use1-az2	r6idn.metal	1
use1-az2	r6idn.xlarge	1
use1-az2	r6in.12xlarge	1
use1-az2	r6in.16xlarge	1
use1-az2	r6in.24xlarge	1
use1-az2	r6in.2xlarge	1
use1-az2	r6in.32xlarge	1
use1-az2	r6in.4xlarge	1
use1-az2	r6in.8xlarge	1
use1-az2	r6in.large	1
use1-az2	r6in.metal	1
use1-az2	r6in.xlarge	1
use1-az2	r7a.12xlarge	1
use1-az2	r7a.16xlarge	1
use1-az2	r7a.24xlarge	1
use1-az2	r7a.2xlarge	1
use1-az2	r7a.32xlarge	1
use1-az2	r7a.48xlarge	1
use1-az2	r7a.4xlarge	1
use1-az2	r7a.8xlarge	1
use1-az2	r7a.large	1
use1-az2	r7a.medium	1
use1-az2	r7a.metal-48xl	1
use1-az2	r7a.xlarge	1
use1-az2	r7g.12xlarge	1
use1-az2	r7g.16xlarge	1
use1-az2	r7g.2xlarge	1
use1-az2	r7g.4xlarge	1
use1-az2	r7g.8xlarge	1
use1-az2	r7g.large	1
use1-az2	r7g.medium	1
use1-az2	r7g.metal	1
use1-az2	r7g.xlarge	1
use1-az2	r7gd.12xlarge	1
use1-az2	r7gd.16xlarge	1
use1-az2	r7gd.2xlarge	1
use1-az2	r7gd.4xlarge	1
use1-az2	r7gd.8xlarge	1
use1-az2	r7gd.large	1
use1-az2	r7gd.medium	1
use1-az2	r7gd.xlarge	1
use1-az2	r7i.12xlarge	1
use1-az2	r7i.16xlarge	1
use1-az2	r7i.24xlarge	1
use1-az2	r7i.2xlarge	1
use1-az2	r7i.48xlarge	1
use1-az2	r7i.4xlarge	1
use1-az2	r7i.8xlarge	1
use1-az2	r7i.large	1
use1-az2	r7i.metal-24xl	1
use1-az2	r7i.metal-48xl	1
use1-az2	r7i.xlarge	1
use1-az2	r7iz.12xlarge	1
use1-az2	r7iz.16xlarge	1
use1-az2	r7iz.2xlarge	1
use1-az2	r7iz.32xlarge	1
use1-az2	r7iz.4xlarge	1
use1-az2	r7iz.8xlarge	1
use1-az2	r7iz.large	1
use1-az2	r7iz.metal-16xl	1
use1-az2	r7iz.metal-32xl	1
use1-az2	r7iz.xlarge	1
use1-az2	t1.micro	1
use1-az2	t2.2xlarge	1
use1-az2	t2.large	1
use1-az2	t2.medium	1
use1-az2	t2.micro	1
use1-az2	t2.nano	1
use1-az2	t2.small	1
use1-az2	t2.xlarge	1
use1-az2	t3.2xlarge	1
use1-az2	t3.large	1
use1-az2	t3.medium	1
use1-az2	t3.micro	1
use1-az2	t3.nano	1
use1-az2	t3.small	1
use1-az2	t3.xlarge	1
use1-az2	t3a.2xlarge	1
use1-az2	t3a.large	1
use1-az2	t3a.medium	1
use1-az2	t3a.micro	1
use1-az2	t3a.nano	1
use1-az2	t3a.small	1
use1-az2	t3a.xlarge	1
use1-az2	t4g.2xlarge	1
use1-az2	t4g.large	1
use1-az2	t4g.medium	1
use1-az2	t4g.micro	1
use1-az2	t4g.nano	1
use1-az2	t4g.small	1
use1-az2	t4g.xlarge	1
use1-az2	trn1.2xlarge	0
use1-az2	trn1.32xlarge	0
use1-az2	trn1n.32xlarge	0
use1-az2	u-12tb1.112xlarge	1
use1-az2	u-18tb1.112xlarge	1
use1-az2	u-24tb1.112xlarge	0
use1-az2	u-3tb1.56xlarge	1
use1-az2	u-6tb1.112xlarge	1
use1-az2	u-6tb1.56xlarge	1
use1-az2	u-9tb1.112xlarge	1
use1-az2	vt1.24xlarge	1
use1-az2	vt1.3xlarge	1
use1-az2	vt1.6xlarge	1
use1-az2	x1.16xlarge	1
use1-az2	x1.32xlarge	1
use1-az2	x1e.16xlarge	1
use1-az2	x1e.2xlarge	1
use1-az2	x1e.32xlarge	1
use1-az2	x1e.4xlarge	1
use1-az2	x1e.8xlarge	1
use1-az2	x1e.xlarge	1
use1-az2	x2gd.12xlarge	1
use1-az2	x2gd.16xlarge	1
use1-az2	x2gd.2xlarge	1
use1-az2	x2gd.4xlarge	1
use1-az2	x2gd.8xlarge	1
use1-az2	x2gd.large	1
use1-az2	x2gd.medium	1
use1-az2	x2gd.metal	1
use1-az2	x2gd.xlarge	1
use1-az2	x2idn.16xlarge	1
use1-az2	x2idn.24xlarge	1
use1-az2	x2idn.32xlarge	1
use1-az2	x2idn.metal	1
use1-az2	x2iedn.16xlarge	1
use1-az2	x2iedn.24xlarge	1
use1-az2	x2iedn.2xlarge	1
use1-az2	x2iedn.32xlarge	1
use1-az2	x2iedn.4xlarge	1
use1-az2	x2iedn.8xlarge	1
use1-az2	x2iedn.metal	1
use1-az2	x2iedn.xlarge	1
use1-az2	x2iezn.12xlarge	1
use1-az2	x2iezn.2xlarge	1
use1-az2	x2iezn.4xlarge	1
use1-az2	x2iezn.6xlarge	1
use1-az2	x2iezn.8xlarge	1
use1-az2	x2iezn.metal	1
use1-az2	z1d.12xlarge	1
use1-az2	z1d.2xlarge	1
use1-az2	z1d.3xlarge	1
use1-az2	z1d.6xlarge	1
use1-az2	z1d.large	1
use1-az2	z1d.metal	1
use1-az2	z1d.xlarge	1
use1-az3	a1.2xlarge	0
use1-az3	a1.4xlarge	0
use1-az3	a1.large	0
use1-az3	a1.medium	0
use1-az3	a1.metal	0
use1-az3	a1.xlarge	0
use1-az3	c1.medium	0
use1-az3	c1.xlarge	0
use1-az3	c3.2xlarge	1
use1-az3	c3.4xlarge	1
use1-az3	c3.8xlarge	1
use1-az3	c3.large	1
use1-az3	c3.xlarge	1
use1-az3	c4.2xlarge	1
use1-az3	c4.4xlarge	1
use1-az3	c4.8xlarge	1
use1-az3	c4.large	1
use1-az3	c4.xlarge	1
use1-az3	c5.12xlarge	0
use1-az3	c5.18xlarge	0
use1-az3	c5.24xlarge	0
use1-az3	c5.2xlarge	0
use1-az3	c5.4xlarge	0
use1-az3	c5.9xlarge	0
use1-az3	c5.large	0
use1-az3	c5.metal	0
use1-az3	c5.xlarge	0
use1-az3	c5a.12xlarge	0
use1-az3	c5a.16xlarge	0
use1-az3	c5a.24xlarge	0
use1-az3	c5a.2xlarge	0
use1-az3	c5a.4xlarge	0
use1-az3	c5a.8xlarge	0
use1-az3	c5a.large	0
use1-az3	c5a.xlarge	0
use1-az3	c5ad.12xlarge	0
use1-az3	c5ad.16xlarge	0
use1-az3	c5ad.24xlarge	0
use1-az3	c5ad.2xlarge	0
use1-az3	c5ad.4xlarge	0
use1-az3	c5ad.8xlarge	0
use1-az3	c5ad.large	0
use1-az3	c5ad.xlarge	0
use1-az3	c5d.12xlarge	0
use1-az3	c5d.18xlarge	0
use1-az3	c5d.24xlarge	0
use1-az3	c5d.2xlarge	0
use1-az3	c5d.4xlarge	0
use1-az3	c5d.9xlarge	0
use1-az3	c5d.large	0
use1-az3	c5d.metal	0
use1-az3	c5d.xlarge	0
use1-az3	c5n.18xlarge	0
use1-az3	c5n.2xlarge	0
use1-az3	c5n.4xlarge	0
use1-az3	c5n.9xlarge	0
use1-az3	c5n.large	0
use1-az3	c5n.metal	0
use1-az3	c5n.xlarge	0
use1-az3	c6a.12xlarge	0
use1-az3	c6a.16xlarge	0
use1-az3	c6a.24xlarge	0
use1-az3	c6a.2xlarge	0
use1-az3	c6a.32xlarge	0
use1-az3	c6a.48xlarge	0
use1-az3	c6a.4xlarge	0
use1-az3	c6a.8xlarge	0
use1-az3	c6a.large	0
use1-az3	c6a.metal	0
use1-az3	c6a.xlarge	0
use1-az3	c6g.12xlarge	0
use1-az3	c6g.16xlarge	0
use1-az3	c6g.2xlarge	0
use1-az3	c6g.4xlarge	0
use1-az3	c6g.8xlarge	0
use1-az3	c6g.large	0
use1-az3	c6g.medium	0
use1-az3	c6g.metal	0
use1-az3	c6g.xlarge	0
use1-az3	c6gd.12xlarge	0
use1-az3	c6gd.16xlarge	0
use1-az3	c6gd.2xlarge	0
use1-az3	c6gd.4xlarge	0
use1-az3	c6gd.8xlarge	0
use1-az3	c6gd.large	0
use1-az3	c6gd.medium	0
use1-az3	c6gd.metal	0
use1-az3	c6gd.xlarge	0
use1-az3	c6gn.12xlarge	0
use1-az3	c6gn.16xlarge	0
use1-az3	c6gn.2xlarge	0
use1-az3	c6gn.4xlarge	0
use1-az3	c6gn.8xlarge	0
use1-az3	c6gn.large	0
use1-az3	c6gn.medium	0
